Domain,Questionnaire Number,Section Title,Variable name,Short Description,Values,Length,Precision,Scale,Long Description,Pre-selected variable?,Original CTS Variable Name (for questionnaire variables),,,
Questionnaire,Q1,Physical Activity,modex_hrs_q1,Moderate exercise past 3yrs hrs/wk over yr lb,"0-12, .A=Facing pages blank, .B=Hrs/wk left blank, .Y=Lower limit not reached",,,,"68, 69. Moderate exercise past 3yrs hrs/wk over yr lb. From the first CTS questionnaire (1995-1996).",,MDPST3Y,,,
Questionnaire,Q1,Physical Activity,strnex_life_hrs,Strenuous exercise hrs/wk over lifetime,"0-12, .A=Facing pages blank, .B=Hrs/wk left blank, .M=One category missing, .Y=Lower limit not reached",,,,"68, 69. Strenuous exercise hrs/wk over lifetime. From the first CTS questionnaire (1995-1996).",,SHRLT,,,
Questionnaire,Q1,Physical Activity,modex_life_hrs,Moderate exercise hrs/wk over lifetime,"0-12, .A=Facing pages blank, .B=Hrs/wk left blank, .M=One category missing, .Y=Lower limit not reached",,,,"68, 69. Moderate exercise hrs/wk over lifetime. From the first CTS questionnaire (1995-1996).",,MHRLT,,,
Questionnaire,Q1,Physical Activity,allex_hs_hrs,Strenuous + moderate exercise hrs/wk over year hs,"0-24,  .A=Facing pages blank, .B=Hrs/wk left blank, .M=Stren and mod are missing, .Y=Lower limit not reached",,,,"68, 69. Strenuous + moderate exercise hrs/wk over year hs. From the first CTS questionnaire (1995-1996).",,SPMHS,,,
Questionnaire,Q1,Physical Activity,allex18_24hrs,Strenuous + moderate exercise hrs/wk over year 18-24,"0-24,  .A=Facing pages blank, .B=Hrs/wk left blank, .M=Stren and mod are missing, .Y=Lower limit not reached",,,,"68, 69. Strenuous + moderate exercise hrs/wk over year 18-24. From the first CTS questionnaire (1995-1996).",,SPM1824,,,
Questionnaire,Q1,Physical Activity,allex25_34hrs,Strenuous + moderate exercise hrs/wk over year 25-34,"0-24,  .A=Facing pages blank, .B=Hrs/wk left blank, .M=Stren and mod are missing, .Y=Lower limit not reached",,,,"68, 69. Strenuous + moderate exercise hrs/wk over year 25-34. From the first CTS questionnaire (1995-1996).",,SPM2534,,,
Questionnaire,Q1,Physical Activity,allex35_44hrs,Strenuous + moderate exercise hrs/wk over year 35-44,"0-24,  .A=Facing pages blank, .B=Hrs/wk left blank, .M=Stren and mod are missing, .Y=Lower limit not reached",,,,"68, 69. Strenuous + moderate exercise hrs/wk over year 35-44. From the first CTS questionnaire (1995-1996).",,SPM3544,,,
Questionnaire,Q1,Physical Activity,allex45_54hrs,Strenuous + moderate exercise hrs/wk over year 45-54,"0-24,  .A=Facing pages blank, .B=Hrs/wk left blank, .M=Stren and mod are missing, .Y=Lower limit not reached",,,,"68, 69. Strenuous + moderate exercise hrs/wk over year 45-54. From the first CTS questionnaire (1995-1996).",,SPM4554,,,
Questionnaire,Q1,Physical Activity,allex_hrs_q1,Strenuous + moderate exercise hrs/wk over year past 3 yrs,"0-24,  .A=Facing pages blank, .B=Hrs/wk left blank, .M=Stren and mod are missing, .Y=Lower limit not reached",,,,"68, 69. Strenuous + moderate exercise hrs/wk over year past 3 yrs. From the first CTS questionnaire (1995-1996).",1,SPMP3YR,,,
Questionnaire,Q1,Physical Activity,allex_life_hrs,Strenuous + moderate exercise hrs/wk over yr for lifetime,"0-24,  .A=Facing pages blank, .B=Hrs/wk left blank, .M=Stren and mod are missing, .Y=Lower limit not reached",,,,"68, 69. Strenuous + moderate exercise hrs/wk over yr for lifetime. From the first CTS questionnaire (1995-1996).",1,SPMHRLT,,,
Questionnaire,Q1,Physical Activity,strnex_fix_q1,Strenuous exercise past 3yrs amt from earlier age range,1=Coded per exer in corresponding age group(s) due to missing value,,,,"68, 69. Strenuous exercise past 3yrs amt from earlier age range. From the first CTS questionnaire (1995-1996).",,SP3YFIX,,,
Questionnaire,Q1,Physical Activity,modex_fix_q1,Moderate exercise past 3yrs amt from earlier age range,1=Coded per exer in corresponding age group(s) due to missing value,,,,"68, 69. Moderate exercise past 3yrs amt from earlier age range. From the first CTS questionnaire (1995-1996).",,MP3YFIX,,,
Questionnaire,Q1,Physical Activity,caswalk_hrs,Hours/day - casual walking,"A=0, B=<1, C=1, D=2, E=3-4, F=5-6 G=7-9, H=10+",,,,70. Hours/day spent in casual walking? From the first CTS questionnaire (1995-1996).,,OTRWALKH,,,
Questionnaire,Q1,Physical Activity,caswalk_days,Days/wk - casual walking,"A=1, B=2-3, C=4-5, D=6-7",,,,70. Days/wk spent in casual walking? From the first CTS questionnaire (1995-1996).,,OTRWALKD,,,
Questionnaire,Q1,Physical Activity,housewrk_hrs,Hours/day - housework,"A=0, B=<1, C=1, D=2, E=3-4, F=5-6 G=7-9, H=10+",,,,70. Hours/day spent in housework? From the first CTS questionnaire (1995-1996).,,OTRHOUSH,,,
Questionnaire,Q1,Physical Activity,housewrk_days,Days/wk - housework,"A=1, B=2-3, C=4-5, D=6-7",,,,70. Days/wk spent in housework? From the first CTS questionnaire (1995-1996).,,OTRHOUSD,,,
Questionnaire,Q1,Physical Activity,stand_hrs,Hours/day - standing/walking at work,"A=0, B=<1, C=1, D=2, E=3-4, F=5-6 G=7-9, H=10+",,,,70. Hours/day spent in standing/walking at work? From the first CTS questionnaire (1995-1996).,,OTRSTNDH,,,
Questionnaire,Q1,Physical Activity,stand_days,Days/wk - standing/walking at work,"A=1, B=2-3, C=4-5, D=6-7",,,,70. Days/wk spent in standing/walking at work? From the first CTS questionnaire (1995-1996).,,OTRSTNDD,,,
Questionnaire,Q1,Physical Activity,sit_hrs,Hours/day - sitting,"A=0, B=<1, C=1, D=2, E=3-4, F=5-6 G=7-9, H=10+",,,,70. Hours/day spent sitting? From the first CTS questionnaire (1995-1996).,,OTRSITH,,,
Questionnaire,Q1,Physical Activity,sit_days,Days/wk - sitting,"A=1, B=2-3, C=4-5, D=6-7",,,,70. Days/wk spent in sitting? From the first CTS questionnaire (1995-1996).,,OTRSITD,,,
Questionnaire,Q1,Physical Activity,sleep_hrs,Hours/day - sleeping,"A=0, B=<1, C=1, D=2, E=3-4, F=5-6 G=7-9, H=10+",,,,70. Hours/day spent sleeping? From the first CTS questionnaire (1995-1996).,,OTRSLPH,,,
Questionnaire,Q1,Physical Activity,sleep_days,Days/wk - sleeping,"A=1, B=2-3, C=4-5, D=6-7",,,,70. Days/wk spent sleeping? From the first CTS questionnaire (1995-1996).,,OTRSLPD,,,
Questionnaire,Q1,Diet,vit_reg_no,Taken vitamins regularly - no,A=Yes,,,,71. Have you ever taken vitamins regularly? No From the first CTS questionnaire (1995-1996).,,VITNO,,,
Questionnaire,Q1,Diet,mulvit_days,Multi-vitamins regularly - days/wk,"A=Don't take, B=1-3, C=4-6, D=Every day, Z=Problem",,,,71. Have you ever taken multi- vitamins - days/wk? From the first CTS questionnaire (1995-1996).,,VITMULTD,,,
Questionnaire,Q1,Diet,mulvit_yrs_q1,Multi-vitamins regularly - years,"A=<1, B=1, C=2, D=3-4, E=5-9, F=10+, Z=Problem",,,,71. Have you ever taken multi- vitamins - years? From the first CTS questionnaire (1995-1996).,,VITMULTY,,,
Questionnaire,Q1,Diet,vita_days_q1,Vitamin a regularly - days/wk,"A=Don't take, B=1-3, C=4-6, D=Every day, Z=Problem",,,,71. Have you ever taken vitamin A reg- days/wk? From the first CTS questionnaire (1995-1996).,,VITAD,,,
Questionnaire,Q1,Diet,vita_yrs_q1,Vitamin a regularly - years,"A=<1, B=1, C=2, D=3-4, E=5-9, F=10+, Z=Problem",,,,71. Have you ever taken vitamin A reg- years? From the first CTS questionnaire (1995-1996).,,VITAY,,,
Questionnaire,Q1,Diet,bcar_days,Beta-carotene regularly - days/wk,"A=Don't take, B=1-3, C=4-6, D=Every day, Z=Problem",,,,71. Have you ever taken beta- carotene - days/wk From the first CTS questionnaire (1995-1996).,,VITBETAD,,,
Questionnaire,Q1,Diet,bcar_yrs,Beta-carotene regularly - years,"A=<1, B=1, C=2, D=3-4, E=5-9, F=10+, Z=Problem",,,,71. Have you ever taken beta- carotene - years? From the first CTS questionnaire (1995-1996).,,VITBETAY,,,
Questionnaire,Q1,Diet,vitc_days_q1,Vitamin c regularly - days/wk,"A=Don't take, B=1-3, C=4-6, D=Every day, Z=Problem",,,,71. Have you ever taken vitamin C reg- days/wk? From the first CTS questionnaire (1995-1996).,,VITCD,,,
Questionnaire,Q1,Diet,vitc_yrs_q1,Vitamin c regularly - years,"A=<1, B=1, C=2, D=3-4, E=5-9, F=10+, Z=Problem",,,,71. Have you ever taken vitamin C reg- years? From the first CTS questionnaire (1995-1996).,,VITCY,,,
Questionnaire,Q1,Diet,vite_days_q1,Vitamin e regularly - days/wk,"A=Don't take, B=1-3, C=4-6, D=Every day, Z=Problem",,,,71. Have you ever taken vitamin E reg- days/wk? From the first CTS questionnaire (1995-1996).,,VITED,,,
Questionnaire,Q1,Diet,vite_yrs_q1,Vitamin e regularly - years,"A=<1, B=1, C=2, D=3-4, E=5-9, F=10+, Z=Problem",,,,71. Have you ever taken vitamin E reg- years? From the first CTS questionnaire (1995-1996).,,VITEY,,,
Questionnaire,Q1,Diet,selen_days,Selenium regularly - days/wk,"A=Don't take, B=1-3, C=4-6, D=Every day, Z=Problem",,,,71. Have you ever taken selenium reg- days/wk? From the first CTS questionnaire (1995-1996).,,VITSELD,,,
Questionnaire,Q1,Diet,selen_yrs,Selenium regularly - years,"A=<1, B=1, C=2, D=3-4, E=5-9, F=10+, Z=Problem",,,,71. Have you ever taken selenium reg- years? From the first CTS questionnaire (1995-1996).,,VITSELY,,,
Questionnaire,Q1,Diet,daily_fiber,Daily dietary fiber (grams),"0.243929-80.161185, .A=Entire section missing, .B=2-6 sections blank, .C=>=4*s, .D=Daily caloric take<600 kcal,.E=Daily caloric take>5000 kcal, .O=Invalid/missing",,,,71-82. Daily Dietary Fiber (grams). From the first CTS questionnaire (1995-1996).,,DT_DFIB2,,,
Questionnaire,Q1,Diet,daily_prot,Daily dietary protein,"5.69-283.6,  .A=Entire section missing, .B=2-6 sections blank, .C=>=4*s, .D=Daily caloric take<600 kcal, .E=Daily caloric take>5000 kcal, .O=Invalid/missing",,,,71-82. Daily Dietary Protein. From the first CTS questionnaire (1995-1996).,,DT_PROT,,,
Questionnaire,Q1,Diet,daily_fat,Daily dietary fat,"5.17-270.03, .A=Entire section missing, .B=2-6 sections blank, .C=>=4*s, .D=Daily caloric take<600 kcal, .E=Daily caloric take>5000 kcal, .O=Invalid/missing",,,,71-82. Daily Dietary Fat. From the first CTS questionnaire (1995-1996).,,DT_FAT,,,
Questionnaire,Q1,Diet,daily_calcium,Daily dietary calcium,"47.87-4309.1, .A=Entire section missing, .B=2-6 sections blank, .C=>=4*s, .D=Daily caloric take<600 kcal, .E=Daily caloric take>5000 kcal, .O=Invalid/missing",,,,71-82. Daily Dietary Calcium. From the first CTS questionnaire (1995-1996).,,DT_CALC,,,
Questionnaire,Q1,Diet,daily_sfat,Daily dietary saturated fat,"1.21-110.8, .A=Entire section missing, .B=2-6 sections blank, .C=>=4*s, .D=Daily caloric take<600 kcal, .E=Daily caloric take>5000 kcal, .O=Invalid/missing",,,,71-82. Daily Dietary Saturated Fat. From the first CTS questionnaire (1995-1996).,,DT_SFAT,,,
Questionnaire,Q1,Diet,daily_oleic,Daily dietary oleic acid,"1.22-114.9, .A=Entire section missing, .B=2-6 sections blank, .C=>=4*s, .D=Daily caloric take<600 kcal, .E=Daily caloric take>5000 kcal, .O=Invalid/missing",,,,71-82. Daily Dietary Oleic Acid. From the first CTS questionnaire (1995-1996).,,DT_OLEC,,,
Questionnaire,Q1,Diet,daily_lino,Daily dietary linoleic acid,"0.49-62.84, .A=Entire section missing, .B=2-6 sections blank, .C=>=4*s, .D=Daily caloric take<600 kcal, .E=Daily caloric take>5000 kcal, .O=Invalid/missing",,,,71-82. Daily Dietary Linoleic Acid. From the first CTS questionnaire (1995-1996).,,DT_LIN,,,
Questionnaire,Q1,Diet,daily_chol,Daily cholesterol,"0.78-1342.92, .A=Entire section missing, .B=2-6 sections blank, .C=>=4*s, .D=Daily caloric take<600 kcal, .E=Daily caloric take>5000 kcal, .O=Invalid/missing",,,,71-82. Daily Cholesterol. From the first CTS questionnaire (1995-1996).,,DT_CHOL,,,
Questionnaire,Q1,Diet,daily_folate,Daily dietary folate,"14.88-1636.95, .A=Entire section missing, .B=2-6 sections blank, .C=>=4*s, .D=Daily caloric take<600 kcal, .E=Daily caloric take>5000 kcal, .O=Invalid/missing",,,,71-82. Daily Dietary Folate. From the first CTS questionnaire (1995-1996).,,DT_FOL,,,
Questionnaire,Q1,Diet,perccal_fat,% calories from fat,"4.16-75.02, .A=Entire section missing, .B=2-6 sections blank, .C=>=4*s, .D=Daily caloric take<600 kcal, .E=Daily caloric take>5000 kcal, .O=Invalid/missing",,,,71-82. % Calories from Fat. From the first CTS questionnaire (1995-1996).,,PCTFAT,,,
Questionnaire,Q1,Diet,totdiet_caroten,Dietary total carotenoids,"12.96-46599.6, .A=Entire section missing, .B=2-6 sections blank, .C=>=4*s, .D=Daily caloric take<600 kcal, .E=Daily caloric take>5000 kcal, .O=Invalid/missing",,,,71-82. Dietary total carotenoids. From the first CTS questionnaire (1995-1996).,,DT_CAROTENOIDS,,,
Questionnaire,Q1,Diet,totdaily_kcal,Total daily caloric intake,"600.93-4999.19, .A=Entire section missing, .B=2-6 sections blank, .C=>=4*s, .D=Daily caloric take<600 kcal, .E=Daily caloric take>5000 kcal, .O=Invalid/missing",,,,71-82. Total daily caloric intake. From the first CTS questionnaire (1995-1996).,,DT_KCAL6,,,
Questionnaire,Q1,Diet,totdaily_carb,Total grams per day of carbohydrate intake,"9.67-698.04, .A=Entire section missing, .B=2-6 sections blank, .C=>=4*s, .D=Daily caloric take<600 kcal, .E=Daily caloric take>5000 kcal, .O=Invalid/missing",,,,71-82. Total grams per day of carbohydrate intake. From the first CTS questionnaire (1995-1996).,,DT_CARB2,,,
Questionnaire,Q1,Diet,glyc_avgdaily,"Average daily glycemic index (white bread as ref), glycloadwb/dt_carbs (without fiber)","33.56-98.11, .A=Entire section missing, .B=2-6 sections blank, .C=>=4*s, .D=Daily caloric take<600 kcal, .E=Daily caloric take>5000 kcal, .O=Invalid/missing",,,,"71-82. Average daily glycemic index (white bread as ref), glycloadwb/dt_carbs (without fiber). From the first CTS questionnaire (1995-1996).",,GI,,,
Questionnaire,Q1,Diet,glyc_avgtot,"Average total daily glycemic load (white bread as ref), sum: g/d * (carb-fiber)/100 * gi/100","3.85-566.83, .A=Entire section missing, .B=2-6 sections blank, .C=>=4*s, .D=Daily caloric take<600 kcal, .E=Daily caloric take>5000 kcal, .O=Invalid/missing",,,,"71-82. Average tot daily glycemic load (white bread as ref), sum - g/d * (carb- fiber)/100 * GI/100. From the first CTS questionnaire (1995-1996).",,GL,,,
Questionnaire,Q1,Diet,diet_plant,Diet pattern:factor score for plant-based pattern,"-5.632857~10.305891, .A=Pattern NA due to excl",,,,71-82. Diet pattern - factor score for plant-based pattern. From the first CTS questionnaire (1995-1996).,,FACTOR1,,,
Questionnaire,Q1,Diet,diet_highprotfat,Diet pattern:factor score for high protein/fat pattern,"-3.066223~13.519282, .A=Pattern NA due to excl",,,,71-82. Diet pattern - factor score for high protein/fat pattern. From the first CTS questionnaire (1995-1996).,,FACTOR2,,,
Questionnaire,Q1,Diet,diet_highcarb,Diet pattern:factor score for high carb pattern,"-5.141422~8.618776, .A=Pattern NA due to excl",,,,71-82. Diet pattern - factor score for high carb pattern. From the first CTS questionnaire (1995-1996).,,FACTOR3,,,
Questionnaire,Q1,Diet,dief_ethnic,Diet pattern:factor score for ethnic pattern,"-4.877704~13.818143, .A=Pattern NA due to excl",,,,71-82. Diet pattern - factor score for ethnic pattern. From the first CTS questionnaire (1995-1996).,,FACTOR4,,,
Questionnaire,Q1,Diet,diet_saladwine,Diet pattern:factor score for salad and wine pattern,"-5.1086254~9.0384939, .A=Pattern NA due to excl",,,,71-82. Diet pattern - factor score for salad and wine pattern. From the first CTS questionnaire (1995-1996).,,FACTOR5,,,
Questionnaire,Q1,Diet,vit_mulvit_q1,Multivit and single vit use variable,"1-4, 1=Non-user, 2=Curr, Sing vit only, 3=Curr, Multvit only, 4=Curr, Both mult & sing vit use",,,,71-72. Multivit and single vit use variable. From the first CTS questionnaire (1995-1996).,1,VITGRP,,,
Questionnaire,Q1,Diet,mulvit_perwk,Number of multivit pills per week,"0=Non-user, 2=1-3 d/wk, 5=4-6 d/wk, 7=Everyday,.B=VitUseGrp Missing",,,,71-72. Number of multivit pills per week. From the first CTS questionnaire (1995-1996).,,MULTPILL,,,
Questionnaire,Q1,Diet,vit_perwk,Number of single vit pills per week,"0-28, .B=VitUseGrp Missing",,,,71-72. Number of single vit pills per week. From the first CTS questionnaire (1995-1996).,,SINGPILL,,,
Questionnaire,Q1,Diet,mulvit_dur_yrs,Duration in yr category of multivit use,"1-6, 1=<1 yr, 2=1 yr, 3=2 yrs, 4=3-4 yrs, 5=5-9 yrs, 6=10+yrs,.A=Non-user of that type, .B=VitUseGrp Missing,.C=Missing Duration",,,,71-72. Duration in yr category of multivit use. From the first CTS questionnaire (1995-1996).,,MULTDUR,,,
Questionnaire,Q1,Diet,vita_bcar_amt,Amt of vitamin a/beta-c (part of multi-vit),"A=5000 IU, B=6000, C=10000, D=20000+, *=Problem",,,,72. How much vit A/beta-car taken (as pt of multi)? From the first CTS questionnaire (1995-1996).,,VITABETA,,,
Questionnaire,Q1,Diet,vita_amt,Amt of vitamin a (mark = yes pill),"A=5000 IU, B=8000, C=10000, D=16000+, *=Problem",,,,72. How much vitamin A (only) do you take? From the first CTS questionnaire (1995-1996).,,VITAONLY,,,
Questionnaire,Q1,Diet,bcar_amt,Amt of beta-carotene (mark = yes pill),"A=6000 IU, B=10000, C=25000, D=50000+, *=Problem",,,,72. How much beta-carotene (only) do you take? From the first CTS questionnaire (1995-1996).,,VITBETA,,,
Questionnaire,Q1,Diet,vitc_amt,Amt of vitamin c,"A=100 mg, B=250, C=500, D=750, E=1000, F=1500, G=2000, H=3000+, *=Problem",,,,72. How much vitamin C do you take? From the first CTS questionnaire (1995-1996).,,VITC,,,
Questionnaire,Q1,Diet,vite_amt,Amt of vitamin e,"A=50 mg, B=200, C=400, D=800, E=1000, F=2000+,*=Problem",,,,72. How much vitamin E do you take? From the first CTS questionnaire (1995-1996).,,VITE,,,
Questionnaire,Q1,Diet,selen_amt,Amt of selenium,"A=10 mcg, B=15, C=20, D=30, E=40, F=50+, *=Problem",,,,72. How much selenium do you take? From the first CTS questionnaire (1995-1996).,,VITSELEN,,,
Questionnaire,Q1,Diet,serv_fats_q1,Use last yr - fat/oil in cooking,"A=<1/wk, B=1-2, C=3-4, D=5-6, E=1/day,F=1 1/2, G=2,H=3, I=4+, Z=Problem",,,,74. How often do you use fat/oil in cooking? From the first CTS questionnaire (1995-1996).,,SUMFAT,,,
